訪	おとず.れる, たず.ねる, と.う	ホウ	call on, visit, look up, offer sympathy	en-us	Grade6
亡	な.い, な.き-, ほろ.びる, ほろ.ぶ, ほろ.ぼす	ボウ, モウ	deceased, the late, dying, perish	en-us	Grade6
忘	わす.れる	ボウ	forget	en-us	Grade6
棒		ボウ	rod, stick, cane, pole, club, line	en-us	Grade6
枚		マイ, バイ	sheet of..., counter for flat thin objects or sheets	en-us	Grade6
幕	とばり	マク, バク	curtain, bunting, act of play	en-us	Grade6
密	ひそ.か	ミツ	secrecy, density (pop), minuteness, carefulness	en-us	Grade6
盟		メイ	alliance, oath	en-us	Grade6
模		モ, ボ	imitation, copy, mock	en-us	Grade6
訳	わけ	ヤク	translate, reason, circumstance, case	en-us	Grade6
優	やさ.しい, すぐ.れる, まさ.る	ユウ, ウ	tenderness, excel, surpass, actor, superiority, gentleness	en-us	Grade6
郵		ユウ	mail, stagecoach stop	en-us	Grade6
幼	おさな.い	ヨウ	infancy, childhood	en-us	Grade6
欲	ほっ.する, ほ.しい	ヨク	longing, covetousness, greed, passion, desire, craving	en-us	Grade6
翌		ヨク	the following, next	en-us	Grade6
乱	みだ.れる, みだ.る, みだ.す, みだ, おさ.める, わた.る	ラン, ロン	riot, war, disorder, disturb	en-us	Grade6
卵	たまご	ラン	egg, ovum, spawn, roe	en-us	Grade6
覧	み.る	ラン	perusal, see	en-us	Grade6
裏	うら	リ	back, amidst, in, reverse, inside, palm, sole, rear, lining, wrong side	en-us	Grade6
律		リツ, リチ, レツ	rhythm, law, regulation, gauge, control	en-us	Grade6
臨	のぞ.む	リン	look to, face, meet, confront, attend, call on	en-us	Grade6
朗	ほが.らか, あき.らか	ロウ	melodious, clear, bright, serene, cheerful	en-us	Grade6
論		ロン	argument, discourse	en-us	Grade6
