二十歳,はたち,,"20 years old,20th year",en-us,JLPT 5
働く,はたらく,,to work,en-us,JLPT 5
八,はち,,eight,en-us,JLPT 5
二十日,はつか,,"twenty days,twentieth",en-us,JLPT 5
花,はな,,flower,en-us,JLPT 5
鼻,はな,,nose,en-us,JLPT 5
話,はなし,,"talk,story",en-us,JLPT 5
話す,はなす,,to speak,en-us,JLPT 5
早い,はやい,,early,en-us,JLPT 5
速い,はやい,,quick,en-us,JLPT 5
春,はる,,spring,en-us,JLPT 5
貼る,はる,,to stick,en-us,JLPT 5
晴れ,はれ,,clear weather,en-us,JLPT 5
晴れる,はれる,,to be sunny,en-us,JLPT 5
半,はん,,half,en-us,JLPT 5
晩,ばん,,evening,en-us,JLPT 5
,,パン,bread,en-us,JLPT 5
,,ハンカチ,handkerchief,en-us,JLPT 5
番号,ばんごう,,number,en-us,JLPT 5
晩御飯,ばんごはん,,evening meal,en-us,JLPT 5
半分,はんぶん,,half minute,en-us,JLPT 5
東,ひがし,,east,en-us,JLPT 5
引く,ひく,,to pull,en-us,JLPT 5
弾く,ひく,,"to play an instrument with strings, including piano",en-us,JLPT 5
低い,ひくい,,"short,low",en-us,JLPT 5
飛行機,ひこうき,,aeroplane,en-us,JLPT 5
左,ひだり,,left hand side,en-us,JLPT 5
人,ひと,,person,en-us,JLPT 5
一つ,ひとつ,,one,en-us,JLPT 5
一月,ひとつき,,one month,en-us,JLPT 5
一人,ひとり,,one person,en-us,JLPT 5
暇,ひま,,free time,en-us,JLPT 5
百,ひゃく,,hundred,en-us,JLPT 5
病院,びょういん,,hospital,en-us,JLPT 5
病気,びょうき,,illness,en-us,JLPT 5
昼,ひる,,"noon, daytime",en-us,JLPT 5
昼御飯,ひるごはん,,midday meal,en-us,JLPT 5
広い,ひろい,,"spacious,wide",en-us,JLPT 5
,,フィルム,roll of film,en-us,JLPT 5
封筒,ふうとう,,envelope,en-us,JLPT 5
,,プール,swimming pool,en-us,JLPT 5
,,フォーク,fork,en-us,JLPT 5
吹く,ふく,,to blow,en-us,JLPT 5
服,ふく,,clothes,en-us,JLPT 5
二つ,ふたつ,,two,en-us,JLPT 5
豚肉,ぶたにく,,pork,en-us,JLPT 5
二人,ふたり,,two people,en-us,JLPT 5
二日,ふつか,,"two days, second day of the month",en-us,JLPT 5
太い,ふとい,,fat,en-us,JLPT 5
冬,ふゆ,,winter,en-us,JLPT 5
降る,ふる,,"to fall, e.g. rain or snow",en-us,JLPT 5
古い,ふるい,,old (not used for people),en-us,JLPT 5
,ふろ,,bath,en-us,JLPT 5
文章,ぶんしょう,,"sentence,text",en-us,JLPT 5
,,ページ,page,en-us,JLPT 5
下手,へた,,unskillful,en-us,JLPT 5
,,ベッド,bed,en-us,JLPT 5
,,ペット,pet,en-us,JLPT 5
部屋,へや,,room,en-us,JLPT 5
辺,へん,,area,en-us,JLPT 5
,,ペン,pen,en-us,JLPT 5
勉強,べんきょうする,,to study,en-us,JLPT 5
便利,べんり,,"useful, convenient",en-us,JLPT 5
帽子,ぼうし,,hat,en-us,JLPT 5
,,ボールペン,ball-point pen,en-us,JLPT 5
,ほか,,"other, the rest",en-us,JLPT 5
,,ポケット,pocket,en-us,JLPT 5
欲しい,ほしい,,want,en-us,JLPT 5
,,ポスト,post,en-us,JLPT 5
細い,ほそい,,thin,en-us,JLPT 5
,,ボタン,button,en-us,JLPT 5
,,ホテル,hotel,en-us,JLPT 5
本,ほん,,book,en-us,JLPT 5
本棚,ほんだな,,bookshelves,en-us,JLPT 5
,ほんとう,,truth,en-us,JLPT 5
毎朝,まいあさ,,every morning,en-us,JLPT 5
毎月,まいげつ/まいつき,,every month,en-us,JLPT 5
毎週,まいしゅう,,every week,en-us,JLPT 5
毎日,まいにち,,every day,en-us,JLPT 5
毎年,まいねん/まいとし,,every year,en-us,JLPT 5
毎晩,まいばん,,every night,en-us,JLPT 5
前,まえ,,before,en-us,JLPT 5
曲る,まがる,,"to turn,to bend",en-us,JLPT 5
,まずい,,unpleasant,en-us,JLPT 5
,また,,"again,and",en-us,JLPT 5
,まだ,,"yet,still",en-us,JLPT 5
町,まち,,"town,city",en-us,JLPT 5
待つ,まつ,,to wait,en-us,JLPT 5
,まっすぐ,,"straight ahead,direct",en-us,JLPT 5
,,マッチ,match,en-us,JLPT 5
窓,まど,,window,en-us,JLPT 5
丸い/円い,まるい,,"round,circular",en-us,JLPT 5
万,まん,,ten thousand,en-us,JLPT 5
