後	のち, うし.ろ, うしろ, あと, おく.れる	ゴ, コウ	behind, back, later	en-us	Grade2
語	かた.る, かた.らう	ゴ	word, speech, language	en-us	Grade2
交	まじ.わる, まじ.える, ま.じる, まじ.る, ま.ざる, ま.ぜる, -か.う, か.わす, かわ.す, こもごも	コウ	mingle, mixing, association, coming &amp; going	en-us	Grade2
光	ひか.る, ひかり	コウ	ray, light	en-us	Grade2
公	おおやけ	コウ, ク	public, prince, official, governmental	en-us	Grade2
工		コウ, ク, グ	craft, construction, katakana e radical (no. 48)	en-us	Grade2
広	ひろ.い, ひろ.まる, ひろ.める, ひろ.がる, ひろ.げる	コウ	wide, broad, spacious	en-us	Grade2
考	かんが.える, かんが.え	コウ	consider, think over	en-us	Grade2
行	い.く, ゆ.く, -ゆ.き, -ゆき, -い.き, -いき, おこな.う, おこ.なう	コウ, ギョウ, アン	going, journey, carry out, conduct, act, line, row, bank	en-us	Grade2
高	たか.い, たか, -だか, たか.まる, たか.める	コウ	tall, high, expensive	en-us	Grade2
合	あ.う, -あ.う, あ.い, あい-, -あ.い, -あい, あ.わす, あ.わせる, -あ.わせる	ゴウ, ガッ, カッ	fit, suit, join, 0.1	en-us	Grade2
国	くに	コク	country	en-us	Grade2
黒	くろ, くろ.ずむ, くろ.い	コク	black	en-us	Grade2
今	いま	コン, キン	now	en-us	Grade2
才		サイ	genius, years old, cubic shaku	en-us	Grade2
細	ほそ.い, ほそ.る, こま.か, こま.かい	サイ	dainty, get thin, taper, slender, narrow, detailed, precise	en-us	Grade2
作	つく.る, つく.り, -づく.り	サク, サ	make, production, prepare, build	en-us	Grade2
算	そろ	サン	calculate, divining, number, abacus, probability	en-us	Grade2
姉	あね, はは	シ	elder sister	en-us	Grade2
市	いち	シ	market, city, town	en-us	Grade2
思	おも.う, おもえら.く, おぼ.す	シ	think	en-us	Grade2
止	と.まる, -ど.まり, と.める, -と.める, -ど.め, とど.める, とど.め, とど.まる, や.める, や.む, -や.む, よ.す, -さ.す, -さ.し	シ	stop, halt	en-us	Grade2
紙	かみ	シ	paper	en-us	Grade2
寺	てら	ジ	Buddhist temple	en-us	Grade2
時	とき, -どき	ジ	time, hour	en-us	Grade2
自	みずか.ら, おの.ずから, おの.ずと	ジ, シ	oneself	en-us	Grade2
七	なな, なな.つ, なの	シチ	seven	en-us	Grade2
室	むろ	シツ	room, apartment, chamber, greenhouse, cellar	en-us	Grade2
社	やしろ	シャ	company, firm, office, association, shrine	en-us	Grade2
弱	よわ.い, よわ.る, よわ.まる, よわ.める	ジャク	weak, frail	en-us	Grade2
首	くび	シュ	neck, counter for songs and poems	en-us	Grade2
秋	あき, とき	シュウ	autumn	en-us	Grade2
週		シュウ	week	en-us	Grade2
春	はる	シュン	springtime, spring (season)	en-us	Grade2
書	か.く, -が.き, -がき	ショ	write	en-us	Grade2
少	すく.ない, すこ.し	ショウ	few, little	en-us	Grade2
場	ば	ジョウ, チョウ	location, place	en-us	Grade2
色	いろ	ショク, シキ	color	en-us	Grade2
食	く.う, く.らう, た.べる, は.む	ショク, ジキ	eat, food	en-us	Grade2
心	こころ, -ごころ	シン	heart, mind, spirit, heart radical (no. 61)	en-us	Grade2
新	あたら.しい, あら.た, あら-, にい-	シン	new	en-us	Grade2
親	おや, おや-, した.しい, した.しむ	シン	parent, intimacy, relative, familiarity, dealer (cards)	en-us	Grade2
図	え, はか.る	ズ, ト	map, drawing, plan, extraordinary, audacious	en-us	Grade2
数	かず, かぞ.える, しばしば, せ.める, わずらわ.しい	スウ, ス, サク, ソク, シュ	number, strength, fate, law, figures	en-us	Grade2
星	ほし, -ぼし	セイ, ショウ	star, spot, dot, mark	en-us	Grade2
晴	は.れる, は.れ, は.れ-, -ば.れ, は.らす	セイ	clear up	en-us	Grade2
声	こえ, こわ-	セイ, ショウ	voice	en-us	Grade2
西	にし	セイ, サイ, ス	west, Spain	en-us	Grade2
切	き.る, -き.る, き.り, -き.り, -ぎ.り, き.れる, -き.れる, き.れ, -き.れ, -ぎ.れ	セツ, サイ	cut, cutoff, be sharp	en-us	Grade2
雪	ゆき	セツ	snow	en-us	Grade2
線	すじ	セン	line, track	en-us	Grade2
船	ふね, ふな-	セン	ship, boat	en-us	Grade2
前	まえ, -まえ	ゼン	in front, before	en-us	Grade2
組	く.む, くみ, -ぐみ	ソ	association, braid, plait, construct, assemble, unite, cooperate, grapple	en-us	Grade2
走	はし.る	ソウ	run	en-us	Grade2
多	おお.い, まさ.に, まさ.る	タ	many, frequent, much	en-us	Grade2
太	ふと.い, ふと.る	タイ, タ	plump, thick, big around	en-us	Grade2
体	からだ, かたち	タイ, テイ	body, substance, object, reality, counter for images	en-us	Grade2
台	うてな, われ, つかさ	ダイ, タイ	pedestal, a stand, counter for machines and vehicles	en-us	Grade2
谷	たに, きわ.まる	コク	valley	en-us	Grade2
知	し.る, し.らせる	チ	know, wisdom	en-us	Grade2
地		チ, ジ	ground, earth	en-us	Grade2
池	いけ	チ	pond, cistern, pool, reservoir	en-us	Grade2
茶		チャ, サ	tea	en-us	Grade2
昼	ひる	チュウ	daytime, noon	en-us	Grade2
朝	あさ	チョウ	morning, dynasty, regime, epoch, period, (North) Korea	en-us	Grade2
長	なが.い, おさ	チョウ	long, leader	en-us	Grade2
鳥	とり	チョウ	bird, chicken	en-us	Grade2
直	ただ.ちに, なお.す, -なお.す, なお.る, なお.き, す.ぐ	チョク, ジキ, ジカ	straightaway, honesty, frankness, fix, repair	en-us	Grade2
通	とお.る, とお.り, -とお.り, -どお.り, とお.す, とお.し, -どお.し, かよ.う	ツウ, ツ	traffic, pass through, avenue, commute, counter for letters&#x002C; notes&#x002C; documents&#x002C; etc.	en-us	Grade2
弟	おとうと	テイ, ダイ, デ	younger brother, faithful service to elders	en-us	Grade2
店	みせ, たな	テン	store, shop	en-us	Grade2
点	つ.ける, つ.く, た.てる, さ.す, とぼ.す, とも.す, ぼち	テン	spot, point, mark, speck, decimal point	en-us	Grade2
電		デン	electricity	en-us	Grade2
冬	ふゆ	トウ	winter	en-us	Grade2
刀	かたな, そり	トウ	sword, saber, knife	en-us	Grade2
東	ひがし	トウ	east	en-us	Grade2
当	あ.たる, あ.たり, あ.てる, あ.て, まさ.に, まさ.にべし	トウ	hit, right, appropriate, himself	en-us	Grade2
答	こた.える, こた.え	トウ	solution, answer	en-us	Grade2
頭	あたま, かしら, -がしら, かぶり	トウ, ズ, ト	head, counter for large animals	en-us	Grade2
同	おな.じ	ドウ	same, agree, equal	en-us	Grade2
道	みち	ドウ, トウ	road-way, street, district, journey, course, moral, teachings	en-us	Grade2
読	よ.む, -よ.み	ドク, トク, トウ	read	en-us	Grade2
内	うち	ナイ, ダイ	inside, within, between, among, house, home	en-us	Grade2
南	みなみ	ナン, ナ	south	en-us	Grade2
肉	しし	ニク	meat	en-us	Grade2
馬	うま, うま-, ま	バ	horse	en-us	Grade2
買	か.う	バイ	buy	en-us	Grade2
売	う.る, う.れる	バイ	sell	en-us	Grade2
麦	むぎ	バク	barley, wheat	en-us	Grade2
半	なか.ば	ハン	half, middle, odd number, semi-, part-	en-us	Grade2
番	つが.い	バン	turn, number in a series	en-us	Grade2
父	ちち	フ	father	en-us	Grade2
風	かぜ, かざ-, -かぜ	フウ, フ	wind, air, style, manner	en-us	Grade2
分	わ.ける, わ.け, わ.かれる, わ.かる, わ.かつ	ブン, フン, ブ	part, minute of time, segment, share, degree, one&apos;s lot, duty, understand, know, rate, 1%, chances, shaku/100	en-us	Grade2
聞	き.く, き.こえる	ブン, モン	hear, ask, listen	en-us	Grade2
米	こめ, よね	ベイ, マイ, メエトル	rice, USA, metre	en-us	Grade2
歩	ある.く, あゆ.む	ホ, ブ, フ	walk, counter for steps	en-us	Grade2
母	はは, も	ボ	mother	en-us	Grade2
方	かた, -かた, -がた	ホウ	direction, person, alternative	en-us	Grade2
北	きた	ホク	north	en-us	Grade2
妹	いもうと	マイ	younger sister	en-us	Grade2
毎	ごと, -ごと.に	マイ	every	en-us	Grade2
万	よろず	マン, バン	ten thousand, 10.000	en-us	Grade2
明	あ.かり, あか.るい, あか.るむ, あか.らむ, あき.らか, あ.ける, -あ.け, あ.く, あ.くる, あ.かす	メイ, ミョウ, ミン	bright, light	en-us	Grade2
鳴	な.く, な.る, な.らす	メイ	chirp, cry, bark, sound, ring, echo, honk	en-us	Grade2
毛	け	モウ	fur, hair, feather, down	en-us	Grade2
門	かど, と	モン	gate, counter for cannons	en-us	Grade2
夜	よ, よる	ヤ	night, evening	en-us	Grade2
野	の, の-	ヤ, ショ	plains, field, rustic, civilian life	en-us	Grade2
矢	や	シ	dart, arrow	en-us	Grade2
友	とも	ユウ	friend	en-us	Grade2
曜		ヨウ	weekday	en-us	Grade2
用	もち.いる	ヨウ	utilize, business, service, use, employ	en-us	Grade2
来	く.る, きた.る, きた.す, き.たす, き.たる, き, こ	ライ, タイ	come, due, next, cause, become	en-us	Grade2
理	ことわり	リ	logic, arrangement, reason, justice, truth	en-us	Grade2
里	さと	リ	ri, village, parent&apos;s home, league	en-us	Grade2
話	はな.す, はなし	ワ	tale, talk	en-us	Grade2
