研	と.ぐ	ケン	polish, study of, sharpen	en-us	Grade3
県	か.ける	ケン	prefecture	en-us	Grade3
庫	くら	コ, ク	warehouse, storehouse	en-us	Grade3
湖	みずうみ	コ	lake	en-us	Grade3
向	む.く, む.い, -む.き, む.ける, -む.け, む.かう, む.かい, む.こう, む.こう-, むこ, むか.い	コウ	yonder, facing, beyond, confront, defy, tend toward, approach	en-us	Grade3
幸	さいわ.い, さち, しあわ.せ	コウ	happiness, blessing, fortune	en-us	Grade3
港	みなと	コウ	harbor	en-us	Grade3
号	さけ.ぶ, よびな	ゴウ	nickname, number, item, title, pseudonym, name, call	en-us	Grade3
根	ね, -ね	コン	root, radical, head (pimple)	en-us	Grade3
祭	まつ.る, まつ.り, まつり	サイ	ritual, offer prayers, celebrate, deify, enshrine, worship	en-us	Grade3
坂	さか	ハン	slope, incline, hill	en-us	Grade3
皿	さら	ベイ	dish, a helping, plate	en-us	Grade3
仕	つか.える	シ, ジ	attend, doing, official, serve	en-us	Grade3
使	つか.う, つか.い, -つか.い, -づか.い	シ	use, send on a mission, order, messenger, envoy, ambassador, cause	en-us	Grade3
始	はじ.める, -はじ.める, はじ.まる	シ	commence, begin	en-us	Grade3
指	ゆび, さ.す, -さ.し	シ	finger, point to, indicate, put into, play (chess), measure (ruler)	en-us	Grade3
死	し.ぬ, し.に-	シ	death, die	en-us	Grade3
詩	うた	シ	poem, poetry	en-us	Grade3
歯	よわい, は, よわ.い, よわい.する	シ	tooth, cog	en-us	Grade3
事	こと, つか.う, つか.える	ジ, ズ	matter, thing, fact, business, reason, possibly	en-us	Grade3
持	も.つ, -も.ち, も.てる	ジ	hold, have	en-us	Grade3
次	つ.ぐ, つぎ	ジ, シ	next, order, sequence	en-us	Grade3
式		シキ	style, ceremony, rite, function, method, system, form, expression	en-us	Grade3
実	み, みの.る, まこと, まことに, みの, みち.る	ジツ, シツ	reality, truth	en-us	Grade3
写	うつ.す, うつ.る, うつ-, うつ.し	シャ, ジャ	copy, be photographed, describe	en-us	Grade3
者	もの	シャ	someone, person	en-us	Grade3
主	ぬし, おも, あるじ	シュ, ス, シュウ	lord, chief, master, main thing, principal	en-us	Grade3
取	と.る, と.り, と.り-, とり, -ど.り	シュ	take, fetch, take up	en-us	Grade3
守	まも.る, まも.り, もり, -もり, かみ	シュ, ス	guard, protect, defend, obey	en-us	Grade3
酒	さけ, さか-	シュ	sake, alcohol	en-us	Grade3
受	う.ける, -う.け, う.かる	ジュ	accept, undergo, answer (phone), take, get, catch, receive	en-us	Grade3
州	す	シュウ, ス	state, province	en-us	Grade3
拾	ひろ.う	シュウ, ジュウ	pick up, gather, find, go on foot, ten	en-us	Grade3
終	お.わる, -お.わる, おわ.る, お.える, つい, つい.に	シュウ	end, finish	en-us	Grade3
習	なら.う, なら.い	シュウ, ジュ	learn	en-us	Grade3
集	あつ.まる, あつ.める, つど.う	シュウ	gather, meet, congregate, swarm, flock	en-us	Grade3
住	す.む, す.まう, -ず.まい	ジュウ, ヂュウ, チュウ	dwell, reside, live, inhabit	en-us	Grade3
重	え, おも.い, おも.り, おも.なう, かさ.ねる, かさ.なる, おも	ジュウ, チョウ	heavy, heap up, pile up, nest of boxes, -fold	en-us	Grade3
宿	やど, やど.る, やど.す	シュク	inn, lodging, relay station, dwell, lodge, be pregnant, home, dwelling	en-us	Grade3
所	ところ, -ところ, どころ, とこ	ショ	place	en-us	Grade3
暑	あつ.い	ショ	sultry, hot, summer heat	en-us	Grade3
助	たす.ける, たす.かる, す.ける, すけ	ジョ	help, rescue, assist	en-us	Grade3
勝	か.つ, -が.ち, まさ.る, すぐ.れる, かつ	ショウ	victory, win, prevail, excel	en-us	Grade3
商	あきな.う	ショウ	make a deal, selling, dealing in, merchant	en-us	Grade3
昭		ショウ	shining, bright	en-us	Grade3
消	き.える, け.す	ショウ	extinguish, blow out, turn off, neutralize, cancel	en-us	Grade3
章		ショウ	badge, chapter, composition, poem, design	en-us	Grade3
乗	の.る, -の.り, の.せる	ジョウ, ショウ	ride, power, multiplication, record, counter for vehicles, board, mount, join	en-us	Grade3
植	う.える, う.わる	ショク	plant	en-us	Grade3
深	ふか.い, -ぶか.い, ふか.まる, ふか.める, み-	シン	deep, heighten, intensify, strengthen	en-us	Grade3
申	もう.す, もう.し-, さる	シン	have the honor to, sign of the monkey, 3-5PM, ninth sign of Chinese zodiac	en-us	Grade3
真	ま, ま-, まこと	シン	true, reality, Buddhist sect	en-us	Grade3
神	かみ, かん-, こう-	シン, ジン	gods, mind, soul	en-us	Grade3
身	み	シン	somebody, person, one&apos;s station in life	en-us	Grade3
進	すす.む, すす.める	シン	advance, proceed, progress, promote	en-us	Grade3
世	よ, さんじゅう	セイ, セ, ソウ	generation, world, society, public	en-us	Grade3
整	ととの.える, ととの.う	セイ	organize, arranging, tune, tone, meter, key (music)	en-us	Grade3
昔	むかし	セキ, シャク	once upon a time, antiquity, old times	en-us	Grade3
全	まった.く, すべ.て	ゼン	whole, entire, all, complete, fulfill	en-us	Grade3
想	おも.う	ソウ, ソ	concept, think, idea, thought	en-us	Grade3
相	あい-	ソウ, ショウ	inter-, mutual, together, each other, minister of state, councillor, aspect, phase, physiognomy	en-us	Grade3
送	おく.る	ソウ	escort, send	en-us	Grade3
息	いき	ソク	breath, respiration, son, interest (on money)	en-us	Grade3
速	はや.い, はや-, はや.める, すみ.やか	ソク	quick, fast	en-us	Grade3
族		ゾク	tribe, family	en-us	Grade3
他	ほか	タ	other, another, the others	en-us	Grade3
打	う.つ, う.ち-, ぶ.つ	ダ, ダアス	strike, hit, knock, pound, dozen	en-us	Grade3
対	あいて, こた.える, そろ.い, つれあ.い, なら.ぶ, むか.う	タイ, ツイ	vis-a-vis, opposite, even, equal, versus, anti-, compare	en-us	Grade3
待	ま.つ, -ま.ち	タイ	wait, depend on	en-us	Grade3
代	か.わる, かわ.る, かわ.り, か.わり, -がわ.り, -が.わり, か.える, よ, しろ	ダイ, タイ	substitute, change, convert, replace, period, age, counter for decades of ages&#x002C; eras&#x002C; etc., generation, charge, rate, fee	en-us	Grade3
第		ダイ, テイ	No., residence	en-us	Grade3
題		ダイ	topic, subject	en-us	Grade3
炭	すみ	タン	charcoal, coal	en-us	Grade3
短	みじか.い	タン	short, brevity, fault, defect, weak point	en-us	Grade3
談		ダン	discuss, talk	en-us	Grade3
着	き.る, -ぎ, き.せる, -き.せ, つ.く, つ.ける	チャク, ジャク	don, arrive, wear, counter for suits of clothing	en-us	Grade3
柱	はしら	チュウ	pillar, post, cylinder, support	en-us	Grade3
注	そそ.ぐ, さ.す, つ.ぐ	チュウ	pour, irrigate, shed (tears), flow into, concentrate on, notes, comment, annotate	en-us	Grade3
丁	ひのと	チョウ, テイ, チン, トウ, チ	street, ward, town, counter for guns&#x002C; tools&#x002C; leaves or cakes of something, even number, 4th calendar sign	en-us	Grade3
帳	とばり	チョウ	notebook, account book, album, curtain, veil, net, tent	en-us	Grade3
調	しら.べる, しら.べ, ととの.う, ととの.える	チョウ	tune, tone, meter, key (music), writing style, prepare, exorcise, investigate, harmonize, mediate	en-us	Grade3
追	お.う	ツイ	chase, drive away, follow, pursue, meanwhile	en-us	Grade3
定	さだ.める, さだ.まる, さだ.か	テイ, ジョウ	determine, fix, establish, decide	en-us	Grade3
庭	にわ	テイ	courtyard, garden, yard	en-us	Grade3
笛	ふえ	テキ	flute, clarinet, pipe, whistle, bagpipe, piccolo	en-us	Grade3
鉄	くろがね	テツ	iron	en-us	Grade3
転	ころ.がる, ころ.げる, ころ.がす, ころ.ぶ, まろ.ぶ, うたた, うつ.る, くる.めく	テン	revolve, turn around, change	en-us	Grade3
登	のぼ.る, あ.がる	トウ, ト, ドウ, ショウ, チョウ	ascend, climb up	en-us	Grade3
都	みやこ	ト, ツ	metropolis, capital	en-us	Grade3
度	たび, -た.い	ド, ト, タク	degrees, occurrence, time, counter for occurrences, consider, attitude	en-us	Grade3
島	しま	トウ	island	en-us	Grade3
投	な.げる, -な.げ	トウ	throw, discard, abandon, launch into, join, invest in, hurl, give up, sell at a loss	en-us	Grade3
湯	ゆ	トウ	hot water, bath, hot spring	en-us	Grade3
等	ひと.しい, など, -ら	トウ	etc., and so forth, class (first), quality, equal, similar	en-us	Grade3
豆	まめ, まめ-	トウ, ズ	beans, pea, midget	en-us	Grade3
動	うご.く, うご.かす	ドウ	move, motion, change, confusion, shift, shake	en-us	Grade3
童	わらべ	ドウ	juvenile, child	en-us	Grade3
農		ノウ	agriculture, farmers	en-us	Grade3
波	なみ	ハ	waves, billows, Poland	en-us	Grade3
配	くば.る	ハイ	distribute, spouse, exile, rationing	en-us	Grade3
倍		バイ	double, twice, times, fold	en-us	Grade3
箱	はこ	ソウ	box, chest, case, bin, railway car	en-us	Grade3
畑	はた, はたけ, -ばたけ		farm, field, garden, one&apos;s specialty, (kokuji)	en-us	Grade3
発	た.つ, あば.く, おこ.る, つか.わす, はな.つ	ハツ, ホツ	departure, discharge, publish, emit, start from, disclose, counter for gunshots	en-us	Grade3
反	そ.る, そ.らす, かえ.す, かえ.る, -かえ.る	ハン, ホン, タン, ホ	anti-	en-us	Grade3
板	いた	ハン, バン	plank, board, plate, stage	en-us	Grade3
悲	かな.しい, かな.しむ	ヒ	grieve, sad, deplore, regret	en-us	Grade3
皮	かわ	ヒ	pelt, skin, hide, leather, skin radical (no. 107)	en-us	Grade3
美	うつく.しい	ビ, ミ	beauty, beautiful	en-us	Grade3
鼻	はな	ビ	nose, snout	en-us	Grade3
筆	ふで	ヒツ	writing brush, writing, painting brush, handwriting	en-us	Grade3
氷	こおり, ひ, こお.る	ヒョウ	icicle, ice, hail, freeze, congeal	en-us	Grade3
表	おもて, -おもて, あらわ.す, あらわ.れる, あら.わす	ヒョウ	surface, table, chart, diagram	en-us	Grade3
病	や.む, -や.み, やまい	ビョウ, ヘイ	ill, sick	en-us	Grade3
秒		ビョウ	second (1/60 minute)	en-us	Grade3
品	しな	ヒン, ホン	goods, refinement, dignity, article, counter for meal courses	en-us	Grade3
負	ま.ける, ま.かす, お.う	フ	defeat, negative, -, minus, bear, owe, assume a responsibility	en-us	Grade3
部	-べ	ブ	section, bureau, dept, class, copy, part, portion, counter for copies of a newspaper or magazine	en-us	Grade3
服		フク	clothing, admit, obey, discharge	en-us	Grade3
福		フク	blessing, fortune, luck, wealth	en-us	Grade3
物	もの, もの-	ブツ, モツ	thing, object, matter	en-us	Grade3
平	たい.ら, -だいら, ひら, ひら-	ヘイ, ビョウ, ヒョウ	even, flat, peace	en-us	Grade3
返	かえ.す, -かえ.す, かえ.る, -かえ.る	ヘン	return, answer, fade, repay	en-us	Grade3
勉	つと.める	ベン	exertion, endeavour, encourage, strive, make effort, diligent	en-us	Grade3
放	はな.す, -っぱな.し, はな.つ, はな.れる, こ.く, ほう.る	ホウ	set free, release, fire, shoot, emit, banish, liberate	en-us	Grade3
味	あじ, あじ.わう	ミ	flavor, taste	en-us	Grade3
命	いのち	メイ, ミョウ	fate, command, decree, destiny, life, appoint	en-us	Grade3
面	おも, おもて, つら	メン, ベン	mask, face, features, surface	en-us	Grade3
問	と.う, と.い, とん	モン	question, ask, problem	en-us	Grade3
役		ヤク, エキ	duty, war, campaign, drafted labor, office, service, role	en-us	Grade3
薬	くすり	ヤク	medicine, chemical, enamel, gunpowder, benefit	en-us	Grade3
油	あぶら	ユ, ユウ	oil, fat	en-us	Grade3
有	あ.る	ユウ, ウ	possess, have, exist, happen, occur, approx	en-us	Grade3
由	よし, よ.る	ユ, ユウ, ユイ	wherefore, a reason	en-us	Grade3
遊	あそ.ぶ, あそ.ばす	ユウ, ユ	play	en-us	Grade3
予	あらかじ.め	ヨ, シャ	beforehand, previous, myself, I	en-us	Grade3
様	さま, さん	ヨウ, ショウ	Esq., way, manner, situation, polite suffix	en-us	Grade3
洋		ヨウ	ocean, western style	en-us	Grade3
羊	ひつじ	ヨウ	sheep	en-us	Grade3
葉	は	ヨウ	leaf, plane, lobe, needle, blade, spear, counter for flat things, fragment, piece	en-us	Grade3
陽	ひ	ヨウ	sunshine, yang principle, positive, male, heaven, daytime	en-us	Grade3
落	お.ちる, お.ち, お.とす	ラク	fall, drop, come down, village, hamlet	en-us	Grade3
流	なが.れる, なが.れ, なが.す, -なが.す	リュウ, ル	current, a sink, flow, forfeit	en-us	Grade3
旅	たび	リョ	trip, travel	en-us	Grade3
両	てる, ふたつ	リョウ	both, old Japanese coin, counter for carriages (e.g.&#x002C; in a train), two	en-us	Grade3
緑	みどり	リョク, ロク	green	en-us	Grade3
礼		レイ, ライ	salute, bow, ceremony, thanks, remuneration	en-us	Grade3
列		レツ, レ	file, row, rank, tier, column	en-us	Grade3
練	ね.る, ね.り	レン	practice, gloss, train, drill, polish, refine	en-us	Grade3
路	-じ, みち	ロ, ル	path, route, road, distance	en-us	Grade3
和	やわ.らぐ, やわ.らげる, なご.む, なご.やか	ワ, オ, カ	harmony, Japanese style, peace, soften, Japan	en-us	Grade3
